key,nom,editeur,categories,installs,avis,note,cloud,modele_dc,derniere_version_dc
com.activitytimeline.plugins.find-duplicates,"Find Duplicates: Detect Similar Issues, Find Related Issues",Reliex,Tasks;Utilities;Project management;Testing & QA,168,48,4.9,oui,atlassian,2026-09-01
de.edrup.confluence.plugins.simple-cite,Simple Cite,Purde Software,Documentation;Macros,393,4,5.0,oui,atlassian,2026-08-30
com.stepstonetech.confluence.plugins.latex,LaTeX and MathJax,The Plugin People,Charts & diagramming;Reports;Documentation;Macros,416,17,3.9,non,atlassian,2026-08-28
org.hakanai.jira.plugins.jirastatuscolor,Status Color for Jira,Brightsoft Apps,Admin tools;Themes & styles;Custom fields;Reports,266,25,4.45,non,atlassian,2026-02-16
com.jiraworkcalendar.ujg,Universal Gadget for Jira,BrizoIT,Admin tools;Dashboard gadgets;Charts & diagramming;Messaging,262,12,4.79,oui,atlassian,2025-09-08
nl.avisi.jira.plugins.edit-custom-field-values,Manage Custom Fields for Jira,Avisi Apps bv,Admin tools;Custom fields;Utilities,251,13,4.81,oui,atlassian,2026-01-12
com.intenso.jira.plugins.synchronizer,Issue Sync - Synchronization for Jira,Deviniti,Admin tools;Integrations;IT & helpdesk;Project management,414,24,3.75,oui,atlassian,2026-07-06
cz.closeit.atlassian.subtasks-navigation,Subtasks Navigation for Jira,CloseIT,Workflow;Time tracking;Tasks;Project management,266,8,5.0,oui,atlassian,2026-07-24
team-files-office-sharepoint-excel-google-drive-365-for-jira,ikuTeam Files: Document Management Automation,ikuTeam (File Automation & Workflows),Document management;Documentation;Integrations;Utilities,367,9,4.44,oui,atlassian,2026-09-10
release-management,"Release Management: Workflows, Calendar & Roadmaps - DC",Release Management,Dashboard gadgets;Reports;Continuous integration;Project management,266,19,4.54,non,atlassian,2026-09-23
com.madein49.slack-for-confluence,Slack for Confluence (Chat Notifications on Content Updates),codefortynine,Workflow;Documentation;Messaging;Integrations,392,11,4.2,oui,atlassian,2026-02-10
mailtowiki,mailto.wiki - Email for Confluence,CraftCoders eGbR,Workflow;Email;Document management;Messaging,316,11,4.55,oui,atlassian,2026-09-14
org.craftforge.jira.craftforge-jql-functions-plugin,Search Linked Issues,Addonrock Sp. z o.o.,Custom fields;Reports;Utilities;Project management,370,33,3.79,non,atlassian,2025-10-03
com.adaptavist.confluence.forums,Community Forums for Confluence,Kolekti (part of The Adaptavist Group),Documentation;Messaging;Blueprints;Macros,459,21,3.57,oui,atlassian,2026-06-11
com.k15t.scroll.doc.translations,Translations for Scroll Content Manager,K15t,Language packs;Document management;Documentation;Integrations,443,4,4.69,oui,atlassian,2026-04-01
org.swift.confluence.cache,Cache for Confluence,Appfire,Admin tools;Reports;Documentation;Macros,267,9,4.86,non,atlassian,2026-07-16
com.simplenia.stash.plugins.snippets,Snippets for Bitbucket,Appfire,Workflow;Utilities;Source code,222,24,4.64,non,atlassian,2026-06-18
com.miniorange.usermanagement.jira-user-management,User Management for Jira & Auto-deactivation (inactive user),miniOrange,Admin tools;Integrations;Utilities;Monitoring,251,8,5.0,oui,atlassian,2026-09-18
com.c4f.jira-board,Task Hub for Jira,C4F Technology,Workflow;Tasks;IT & helpdesk;Project management,190,15,5.0,oui,atlassian,2026-08-05
dependency-ring,"Dependency Mapper (Tracking, Planning & Risk Mapping)",Quirk,Charts & diagramming;Reports;Dependency management;Project management,284,16,4.44,oui,atlassian,2026-08-15
burndown.gadget.jira,Advanced Burndown Chart Dashboard Gadget for Jira,Agilis LT (Simple Reports),Dashboard gadgets;Charts & diagramming;Reports;Project management,487,12,3.65,oui,atlassian,2026-09-16
time.tracking.reports.jira,Time Tracking & Estimation Report Dashboard Gadget for Jira,Agilis LT (Simple Reports),Time tracking;Dashboard gadgets;Reports;Project management,431,4,4.69,oui,atlassian,2026-09-16
com.cprime.jira.plugins.surveyproject,Surveys for Jira - Jira Customer Surveys,Appfire,Admin tools;Reports;IT & helpdesk;Monitoring,379,22,3.81,oui,atlassian,2026-07-29
io.getint.apps.jira.jira-gitlab,GitLab Integration for Jira Two-Way Sync (FORGE),"Getint integrations [Jira, Azure DevOps, ServiceNow, Salesforce, Asana, Monday,ClickUp, GitLab and others]",Admin tools;Integrations,279,24,4.27,oui,atlassian,2026-09-16
ta-smart-templates,Smart Templates: Issue Templates for Jira,TitanApps,Tasks;Project management,246,8,5.0,oui,atlassian,2026-05-20
com.brikit.themepress,Brikit Theme Press for Confluence,Brikit,Themes & styles;Documentation;Macros;Design tools,179,34,4.77,non,atlassian,2026-09-17
org.techtime.confluence.plugins.easysso,EasySSO for Confluence (Kerberos/NTLM/HTTP headers/SAML SSO),TechTime Initiative Group Limited,Admin tools;Integrations;Utilities;Security,151,34,4.96,non,atlassian,2026-09-01
com.akeles.plugins.confluence.cqlSearchUtilities,Canned Search for Confluence,Akeles Consulting,Admin tools;Reports;Documentation;Macros,228,9,5.0,oui,atlassian,2025-11-12
pl.com.tt.apdc.ilv,Issue Links Viewer,Transition Technologies PSC,Charts & diagramming;Tasks;Utilities;Project management,414,23,3.59,oui,atlassian,2025-12-17
onedrive-jira,OneDrive & SharePoint for Jira,Bilith (Office 365 apps),Document management;Documentation;Integrations,531,19,3.16,oui,atlassian,2026-03-31
google-chat-jira-integration,Advanced Google Chat for Jira,Move Work Forward,Workflow;Documentation;Integrations;Utilities,407,3,5.0,oui,atlassian,2026-09-10
org.techtime.jira.plugins.easysso,EasySSO for Jira (Kerberos/NTLM/HTTP headers/SAML SSO),TechTime Initiative Group Limited,Admin tools;Integrations;Utilities;Security,149,37,4.93,non,atlassian,2026-09-01
tech.realigned.storymappro,Advanced Story Maps for Jira,Realigned Technologies,Design tools;Project management,325,10,4.38,oui,atlassian,2026-06-01
com.infosysta.jira.mobile-for-jira-service-desk-portal,JSM Mobile - Service Management Portal,Futurate,Messaging;Utilities;IT & helpdesk;Mobile,291,16,4.3,oui,atlassian,2025-11-04
com.kostebekteknoloji.plugins.confluence.confluence-label-manager,Label Manager for Confluence,Köstebek Teknoloji,Admin tools;Document management;Documentation;Utilities,499,21,3.21,oui,atlassian,2026-08-26
com.itlab.confluence.plugins.restapi-extender,Extender for Confluence,it.Lab,Admin tools;Utilities,182,14,5.0,non,atlassian,2026-08-18
confluence-team-decision-addon,"Polls, Votes, Surveys & Community Network for Confluence",DevSamurai,Charts & diagramming;Reports;Design tools;Project management,207,20,4.69,oui,atlassian,2026-01-30
com.almworks.structure.pages,Structure.Pages by Tempo - Add Confluence Pages to Structure,Tempo Software,Documentation;Blueprints;Integrations;IDE,401,3,5.0,non,atlassian,2026-09-11
msteams.nextup.jira,Microsoft Teams Integration+ for Jira,Appfire,Workflow;Messaging;Integrations;IT & helpdesk,606,3,4.0,oui,atlassian,2024-10-15
com.stiltsoft.confluence.talk.confluence-talk-plugin,Talk - Advanced Inline Comments,Stiltsoft Europe OÜ,Tasks;Document management;Documentation;Messaging,229,29,4.4,non,atlassian,2026-09-04
com.lucidchart.jira.plugins.lucid-jira,Lucidchart Diagrams Connector for Jira,Lucid,Charts & diagramming;Design tools,7877,47,3.8,oui,free,2026-03-13
com.tse.jira.deactivateusers.plugin.jira-deactivate-users-plugin,Manage Inactive Users for Jira,ILA eSolution,Admin tools;Utilities;IT & helpdesk;Security,178,14,5.0,non,atlassian,2026-01-12
bauer.bpmn.workflow.flowers,Flower Business Process & Workflow Automation BPMN for Jira,Flower - Business Process & Workflow Automation - BPMN for Jira,Workflow;Shared workflows;Tasks;Project management,229,13,4.71,oui,atlassian,2026-05-02
com.lb.software.stash.jira.connector.lb-software-stash-jira-connector,Jira Hooks for Bitbucket,DevOpsSystems GmbH,Workflow;Integrations;Repository hooks;Testing & QA,240,12,4.69,oui,atlassian,2025-12-09
org.techtime.confluence.plugins.usermanagement,User Management for Confluence (bulk & timed inactive users),TechTime Initiative Group Limited,Admin tools;Utilities;Monitoring,443,5,4.25,oui,atlassian,2026-09-11
jira.plugin.projectrole.projectroletab,Project Role Tab for Jira,Holger Schimanski,Project management,202,20,4.69,oui,atlassian,2025-11-09
ru.andreymarkelov.atlas.plugins.prom-confluence-exporter,Prometheus Exporter PRO for Confluence,Appfire,Admin tools;Reports;Integrations;Monitoring,286,9,4.58,non,atlassian,2026-08-11
com.jibrok.jira.plugins.time-in-status,Time in status | SLA | Timer | Stopwatch for Jira,JiBrok,Time tracking;Custom fields;Reports;IT & helpdesk,339,6,4.58,oui,atlassian,2026-09-14
com.yasoon.jira.light,Outlook Email for Jira (Full Integration),yasoon - Microsoft 365 for Jira,Email;Integrations;IT & helpdesk;Project management,469,3,4.58,oui,atlassian,2026-09-14
net.seibertmedia.confluence.enterprise-news-bundle,Linchpin Enterprise News,Seibert,Workflow;Dashboard gadgets;Messaging;Macros,165,16,5.0,oui,atlassian,2026-09-17
com.intenso.jira.plugins.suiTest,TestFLO - Test Management for Jira,Deviniti,Custom fields;Reports;Testing & QA,221,47,4.26,non,atlassian,2026-09-18
de.communardo.jira.plugins.sofia,SharePoint Connector for Jira,Elevatic,Document management;Integrations,477,2,5.0,oui,atlassian,2026-06-11
com.mohamicorp.stash.plugin.editor-for-stash,Power Editor for Bitbucket,Appfire,Documentation;Utilities;Code review;Source code,211,35,4.39,non,atlassian,2026-06-17
de.edrup.confluence.plugins.simple-qa,Smart Questions and Answers,Purde Software,Documentation;Messaging;IT & helpdesk,270,13,4.42,oui,atlassian,2026-09-19
kr.osci.apps.flex,Flexible User License - Auto User Management for Confluence,OSCi (Open Source Consulting),Admin tools;Integrations;Monitoring;Project management,192,17,4.78,oui,atlassian,2026-08-31
org.hotovo.sketch-confluence,Sketch Image Editor for Confluence,TeamOps FACTORY (Solumiss Group),Charts & diagramming;Document management;Utilities;Design tools,285,20,4.12,oui,atlassian,2026-03-03
com.appbox.ai.checklist.enterprise,Checklist for Jira (Enterprise),Appbox.ai,Workflow;Tasks;IT & helpdesk;Project management,224,17,4.56,oui,atlassian,2024-12-29
raju.kadam.confluence.permissionmgmt,Custom Space User Management (CSUM) for DC and Cloud,The Plugin People,Admin tools;Utilities;Security;Project management,260,17,4.34,oui,atlassian,2026-09-18
csdn.jira.languagepatch.zh_CN,Chinese (China) Language Patch for Jira,Chinese Technical Support,Language packs,262,11,4.55,oui,atlassian,2024-09-18
net.seibertmedia.jira.plugins.autopage,AutoPage (Creates pages in Confluence with Jira issues),Seibert,Themes & styles;Documentation;Integrations;IT & helpdesk,164,15,5.0,oui,atlassian,2026-07-17
com.k15t.scroll.doc.variants,Variants for Scroll Content Manager,K15t,Document management;Documentation;Macros;Utilities,436,3,4.67,oui,atlassian,2026-04-01
com.bit-booster.bb,PR-Booster For Bitbucket,GitBoost Software Inc.,Workflow;Source code,186,15,4.83,oui,atlassian,2025-09-24
de.kontextwork.goedit.jira,GoEdit - Direct Attachment Edit for Jira,KontextWork,Document management;Integrations;Utilities;Project management,144,21,5.0,non,atlassian,2026-04-08
retrospectives4confluence,Agile Retrospectives for Confluence,"Catapult Labs, LLC",Tasks;Macros;Utilities;Project management,309,14,4.11,oui,atlassian,2026-09-23
com.k15t.scroll.scroll-translations,Scroll Translations for Confluence,K15t,Language packs;Document management;Documentation;Integrations,292,15,4.17,non,atlassian,2026-09-15
de.griffel.confluence.plugins.plant-uml,PlantUML for Confluence,avono AG,Charts & diagramming;Reports;Macros;Design tools,4118,58,4.6,non,free,2026-03-18
ai.appforge.jira.plugins.doctorproforjira,"Doctor Pro: Audit, Optimize & Manage Configuration for Jira",AppForge.ai,Admin tools;Custom fields;Reports;Security,187,10,5.0,oui,atlassian,2026-07-04
com.troopr.jira,Slack Integration for Jira,Troopr Labs - AI for Support & Project Management,Workflow;Messaging;IT & helpdesk;Project management,162,17,4.93,oui,atlassian,2023-06-14
com.almworks.jira.colors.colors-plugin,Colors for Jira by Tempo - JQL-Based Highlighting in Jira,Tempo Software,Themes & styles;Custom fields;Messaging;Design tools,283,7,4.64,non,atlassian,2026-09-13
com.riadalabs.jira.plugins.userdeactivator,User Management and License Optimizer for Jira & Confluence,resolution Reichert Network Solutions GmbH,Admin tools;Integrations;Utilities;IT & helpdesk,286,9,4.44,oui,atlassian,2026-09-09
com.m20tech.tooltips,Tooltips,Sngular,Documentation,342,12,3.96,non,atlassian,2025-12-01
net.youngaweb.jira.issue-type-ui-filter,Issue Type Filters,Young Plugins,Admin tools;Utilities;Security;Project management,305,22,3.86,oui,atlassian,2025-11-04
com.tensixtwo.conf.numcapt,Numbered Captions,Appfire,Documentation;Macros,309,8,4.38,oui,atlassian,2026-09-24
ru.teamlead.jira.plugins.agile-filters-for-jira,Agile Filters for Jira (Quick Filters by Users on Boards),Teamlead,Dashboard gadgets;Reports;Tasks;Project management,212,18,4.51,non,atlassian,2025-12-01
eps.focuspro.Translate,Easy Translator for Confluence,EPS Software Engineering AG,Language packs;Document management;Documentation,277,7,4.64,oui,atlassian,2026-09-01
ch.mibex.bitbucket.codeowners,DevSensei PR Workflow Automation | Code Owners for Bitbucket,Elevatic,Code quality;Code review;Source code;Testing & QA,222,14,4.55,oui,atlassian,2026-09-11
com.tngtech.confluence.plugins.pdfmacros,PDF Macros for Confluence,TNG Technology Consulting GmbH,Document management;Macros,392,8,3.91,non,atlassian,2026-09-10
com.mumosystems.checkout,Checkout - Procurement for Jira Service Management,Mumo Systems,Workflow;Integrations;Utilities;IT & helpdesk,196,12,4.79,oui,atlassian,2026-07-26
com.akelesconsulting.jira.plugins.AttachmentChecker,Attachment Checker for Jira,Akeles Consulting,Admin tools;Security,174,15,4.83,non,atlassian,2026-09-23
com.wombatscorp.jira-tokens,API Tokens for Jira,Wombats Corp,Admin tools;Integrations;Utilities;Security,184,20,4.62,non,atlassian,2026-04-27
com.bilith.lref.confluence-box,Box for Confluence,Bilith Labs,Document management;Documentation;Integrations;Macros,253,10,4.5,oui,atlassian,2026-03-31
de.scandio.confluence.plugins.lively-blog,Lively Blogs - Dynamic News and Feeds for Confluence,Lively Apps,Themes & styles;Dashboard gadgets;Messaging;Macros,183,15,4.75,oui,atlassian,2026-08-28
io.hgn.confluence.viableissues,Viable Issues – Create better issues for Jira in Confluence,Seibert,Tasks;Integrations;Macros;Project management,182,11,4.89,oui,atlassian,2026-07-14
com.siemens.confluence.tagcloud,Tag Cloud for Confluence,TNG Technology Consulting GmbH,Charts & diagramming;Reports;Macros;Design tools,233,13,4.42,non,atlassian,2026-09-10
com.redmoon.subtaskmanager.jira,STM Issue Templates (auto & manual create/update/transition),Redmoon Software Ltd,Workflow;Utilities;Dependency management;Project management,179,21,4.58,oui,atlassian,2026-06-19
biz.everit.jira.epic-roadmap,Epic Roadmap for Jira (Project Timeline for Data Center),EverIT by catworkx,Charts & diagramming;Reports;Project management,222,10,4.62,non,atlassian,2026-02-18
sk.eea.jira.natural-searchers,Natural Searchers for Jira,"BOOTIQ SK, part of BiQ Group",,258,8,4.53,non,atlassian,2025-11-02
com.deniz.jira.similarissues,Similar and Related Issues Finder,The Starware,Reports;Project management,240,10,4.5,oui,atlassian,2026-09-03
de.actonic.inline-table-editing,Fast Inline Table Editing + Excel Formulas for Confluence,Actonic Products GmbH,Document management;Documentation;Macros;Utilities,311,14,3.84,oui,atlassian,2026-03-31
com.stiltsoft.jira.teamcity,TeamCity Integration for Jira,Stiltsoft Europe OÜ,Build management;Integrations;Continuous integration;Deployments,270,18,3.96,oui,atlassian,2025-11-07
com.moresimp.impex,ImpEx - Import & Export from/to MS Excel,MORESIMP,Reports;Tasks;Integrations;Project management,297,9,4.17,oui,atlassian,2026-09-08
com.balsamiq.jira.plugins.mockups,Balsamiq Wireframes for Jira Data Center,Balsamiq,Design tools,226,30,4.04,non,atlassian,2026-08-05
com.elitesoftsp.confluence.google.drive.plugins,Google Drive Connector for Confluence,EliteSoft,Document management;Documentation;Integrations;Macros,175,14,4.73,oui,atlassian,2026-03-10
com.deniz.jira.customfields,Custom Fields ++ for Jira,The Starware,Custom fields;Utilities;IT & helpdesk;Project management,194,7,5.0,oui,atlassian,2025-12-15
de.communardo.plugin.stash-project-categories,Categories for Bitbucket,Elevatic,Admin tools;Document management,148,19,4.8,non,atlassian,2026-03-26
com.develocenter.jira.links-scheme,Extended Schemes for Jira,Develocenter,Admin tools;Reports;Utilities;IT & helpdesk,263,18,3.96,oui,atlassian,2026-02-02
com.resolution.atlasplugins.samlsso-bitbucket,SAML SSO Single Sign On for Bitbucket SSO OAuth + User Sync,resolution Reichert Network Solutions GmbH,Integrations;Utilities;Security,188,12,4.69,non,atlassian,2026-08-27
app.releasemanagement.releasegadgets.release-gadget,"Release Gadgets: Roadmap, Calendar, Burnup, Status for Jira",Release Management,Dashboard gadgets;Charts & diagramming;Project management,304,5,4.5,oui,atlassian,2026-07-29
